Text,Entities
This work is sponsored by Guangzhou Metro Design and Research Institute Limited Company (grant no. KY-2020-013) and National Natural Science Foundation of China (grant no. 41474044).,"[(26,87,'institution'),(99,110,'award-id'),(116,160,'institution'),(172,180,'award-id')]"
"This work appreciates the support of the National Key Research and Development Program of China (grant no. 2016YFC060110203), China Scholarship Council and Key Laboratory of Deep-Earth Dynamics of Ministry of Natural Resources, Institute of Geology, Chinese Academy of Geological Sciences.","[(41,95,'institution'),(107,123,'award-id')]"
"The authors are grateful to the National Key Research and Development Program of China (grant nos. 2018YFE0208300 and 2018YFF01013500), National Nonprofit Institute Research Grant of CAGS (grant no. JYYWF20180302) and IGGE (grant no. AS2020Y02). The work is also financially supported by China Geological Survey Project (grant nos. DD20189133 and DD20190556).","[(32,86,'institution'),(99,113,'award-id'),(118,133,'award-id'),(183,187,'institution'),(199,212,'award-id'),(218,222,'institution'),(234,243,'award-id'),(288,311,'institution'),(332,342,'award-id'),(347,357,'award-id')]"
"This work was supported by the National Natural Science Foundation of China (grant nos. 41704127, 41874124); the China Postdoctoral Science Foundation (grant nos. 2016M600779, 2017T100736); the Fundamental Research Funds for the Central Universities (grant no. xjj2018235) and the State Key Laboratory of Marine Geology, Tongji University (grant no. MGK1707).","[(31,75,'institution'),(88,96,'award-id'),(98,106,'award-id'),(113,150,'institution'),(163,174,'award-id'),(176,187,'award-id'),(194,249,'institution'),(261,271,'award-id'),(281,319,'institution'),(321,338,'institution'),(350,357,'award-id')]"
This research is supported by the National Natural Science Foundation of China (grant nos. 41874146 and 41974153) and the Science and Technology Major Project of China (grant no. 2017ZX05070).,"[(34,78,'institution'),(91,99,'award-id'),(122,167,'institution'),(104,112,'award-id')]"
"All authors thank the National Key Research and Development Program of China (grant no. 2018YFA0702503) and the National Natural Science Foundation of China (grant no. 41674122) for supporting this work. Furthermore, all authors appreciate the constructive comments and suggestions on the manuscript by the editors and three reviewers.","[(22,76,'institution'),(88,102,'award-id'),(112,156,'institution'),(168,176,'award-id')]"
"We are thankful for the data and financial support provided by the State Key Lab of Coal Resources and Safe Mining. Additionally, we are thankful to the Coal United Project of National Natural Science Foundation (grant no. U1261203). We are grateful to Schlumberger for providing Petrel software for this research. We would also like to thank the laboratory members for their help in researching and promoting this work.","[(153,211,'institution'),(223,231,'award-id')]"
The research was supported by National Natural Science Foundation of China (grant nos. 51704285 and 51774272).,"[(30,74,'institution'),(87,95,'award-id'),(100,108,'award-id')]"
"This research was supported by the Basic Research Project (20-3313) of the Korea Institute of Geoscience and Mineral Resources (KIGAM) funded by the Ministry of Science, ICT and Future Planning of Korea, and the Korea Institute of Energy Technology Evaluation and Planning (KETEP) with a grant funded by the Ministry of Trade, Industry and Energy, Republic of Korea (grant no. 20182510102470).","[(75,126,'institution'),(59,66,'award-id'),(149,202,'institution'),(212,272,'institution'),(308,346,'institution'),(377,391,'award-id')]"
"We are grateful for the financial support of the following institutions: Science and Technology Cooperation Project of the CNPC-SWPU Innovation Alliance (2020CX020000), Open Projects Fund of the State Key Laboratory of Oil and Gas Reservoir Geology and Exploitation (grant no. PLN201733), and National Natural Science Foundation of China (grant nos. 41204101, 41704134).","[(73,152,'institution'),(154,166,'award-id'),(195,265,'institution'),(277,286,'award-id'),(293,337,'institution'),(350,358,'award-id'),(360,368,'award-id')]"
"The authors would also like to express their utmost gratitude to Universiti Teknologi PETRONAS, Malaysia for providing excellent research facilities. The authors also express their appreciation for the financial support provided by Yayasan Universiti Teknologi PETRONAS research grant (YUTP Cost Centre: 015LC0-149)","[(232,269,'institution'),(304,314,'award-id')]"
We gratefully acknowledge PACIFIC (a European Research Project that has received funding from the European Union's Horizon 2020 research and innovation program under grant agreement No 776622) for generously supporting this research work.,"[(115,127,'institution'),(185,191,'award-id')]"
"The research was funded by National Natural Science Foundation of China (grant no. 41774148), Key Research Program of Frontier Sciences, CAS (grant no. QYZDY-SSW-DQC009) and National Science and Technology Major Project of China (grant no. 2017ZX05032-003-001).","[(27,71,'institution'),(83,91,'award-id'),(137,140,'institution'),(152,168,'award-id'),(240,259,'award-id')]"
"We are grateful for the financial support from the National Natural Science Foundation of China (grant nos. 41774122, 41930105 and 41630964), the National Key Research and Development Program of China (grant nos. 2018YFC0310100 and 2019YFC0312004), and the Strategic Priority Research Program of the Chinese Academy of Sciences (grant no. XDA14010203).","[(51,95,'institution'),(108,116,'award-id'),(118,126,'award-id'),(131,139,'award-id'),(146,200,'institution'),(213,227,'award-id'),(232,246,'award-id'),(300,327,'institution'),(339,350,'award-id')]"
"This study was supported by the National Key R &amp; D Program of China (grant nos. 2018YFC0604703, 2016YFC0600901), and the National Natural Science Foundation of China (grant nos. 51974319, 52034009) and the Yue Qi Distinguished Scholar Project (grant no. 2020JCB01).","[(80,94,'award-id'),(96,110,'award-id'),(121,165,'institution'),(178,186,'award-id'),(188,196,'award-id'),(254,263,'award-id')]"
The authors are grateful to the National Natural Science Foundation of China (grant no. 41830101) for supporting this research.,"[(32,76,'institution'),(88,96,'award-id')]"
"This research was supported by a YUTP grant, cost centre 015LC0–149.","[(33,37,'institution'),(57,67,'award-id')]"
"The research was funded by the ‘Constructing High-Level Universities Project’ of the China Scholarship Council (grant no. 201606400052). We extend our gratitude for the data provided by Sally Thurner (Thurner et al. 2014), Kaijian Liu (Liu &amp; Levander 2013) and Ramon Carbonell (Díaz et al. 2016) and the valuable help from Prof. Alan Levander and the STAR group at Rice University.","[(85,110,'institution'),(122,134,'award-id'),(365,380,'institution')]"
"This research was funded by the National key R&amp;D Program of China (grant no. 2018YFC0808000), and National Natural Science Foundation of China (grant no. 51904013). These funds are gratefully acknowledged.","[(32,65,'institution'),(77,91,'award-id'),(98,142,'institution'),(154,162,'award-id')]"
"This work was partially supported by National Key R&amp;D Program of China (grant no. 2018YFA0702502), the National Natural Science Foundation of China (grant nos. 41974142, 42074129 and 41674114), Science Foundation of China University of Petroleum (Beijing) (grant nos. 2462019YJRC005 and 2462020YXZZ005) and the Strategic Cooperation Technology Projects of CNPC and CUPB (ZLZX2020-03).","[(82,96,'award-id'),(103,147,'institution'),(160,168,'award-id'),(170,178,'award-id'),(356,360,'institution'),(183,191,'award-id'),(365,369,'institution'),(183,191,'award-id')]"
"The authors would like to thank Sinopec Research Institute of Petroleum Engineering for allowing using the data in this study and Dr Yin Chengfang for her constructive comments. This research are sponsored by Open Fund Project of State Key Laboratory of Shale Oil and Gas Enrichment Mechanism and Effective Development (grant no. 20-YYGZ-KF-GC-12), Major Science and Technology Project (grant no. 2016ZX05021–002), National Natural Science Foundation of China (grant nos. U19B6003, U20B2029 and 41904112), Scientific Research Program of Shaanxi Provincial Education Department (grant no. 20JS125), Key Research and Development Program of Shaanxi (grant no. 2021KW-33) and Natural Science Basic Research Plan in Shaanxi Province of China (grant nos. 2019JQ-812 and 2021JQ-590).","[(397,412,'award-id'),(415,459,'institution'),(472,480,'award-id'),(482,490,'award-id'),(495,503,'award-id'),(588,595,'award-id'),(749,759,'award-id'),(764,774,'award-id')]"
The research is supported by the National Natural Science Foundation of China (grant nos. 41821002 and 41720104006) and 111 Project ‘Deep-Superdeep Oil &amp; Gas Geophysical Exploration’ (grant no. B18055).,"[(33,77,'institution'),(90,98,'award-id'),(103,114,'award-id')]"
"This work appreciates the support of the National Key R&amp;D Program of China (grant no. 2018YFC0603202), the National Natural Science Foundation of China (grant no. 42074087), the Research Foundation of Education Bureau of Hunan Province of China (grant no. 18C0741), the Postgraduate Research and Innovation of Central South University of Hunan Province of China (grant no. 2018zzts207).","[(86,100,'award-id'),(107,151,'institution'),(163,171,'award-id'),(310,334,'institution'),(373,384,'award-id')]"
"This study is kindly supported by the National Natural Science Foundation of China (41574108 and U20A2092), Open Fund of Key Laboratory of Exploration Technologies for Oil and Gas Resources (Yangtze University), Ministry of Education (K2021-04) and Hubei Province Postdoctoral Science and Technology Activity Project (2019). The authors would like to thank the editors and anonymous reviewers for their valuable comments.","[(38,82,'institution'),(84,92,'award-id'),(97,105,'award-id'),(212,233,'institution'),(235,243,'award-id')]"
"This work was supported by the National Science and Technology major project (grant no. 2016ZX05006002-004), the National Natural Science Foundation of China (grant no. 41874138), the Shandong Provincial Natural Science Foundation, China (grant no. ZR2020QD054), the China Postdoctoral Science Foundation funded project (grant no. 2019M662463), the Youth Program of National Natural Science Foundation of China (grant no. 42004098) and the Fundamental Research Funds for the Central Universities (grant no. 20CX06026A).","[(88,106,'award-id'),(366,410,'institution'),(169,177,'award-id'),(422,430,'award-id'),(184,230,'institution'),(249,260,'award-id'),(267,304,'institution'),(331,342,'award-id'),(440,495,'institution'),(507,517,'award-id')]"
